ActivityStartDate,ActivityStartTime/Time,ActivityEndDate,ActivityEndTime/Time,MonitoringLocationIdentifier,ActivityDepthHeightMeasure/MeasureValue,ActivityMediaName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,MeasureQualifierCode,DetectionQuantitationLimitMeasure/MeasureValue,ResultDetectionConditionText,ProjectIdentifier,ResultAnalyticalMethod/MethodName,ProviderName,ActivityDepthHeightMeasure/MeasureUnitCode
2021-08-05,12:43:00,,,21OHIO_WQX-V03W25,,Water,Manganese,10.4,ug/L,Final,,10.0,,1849,Metals in Water by ICP-AES,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,"Chlorophyll a, corrected for pheophytin",6.72,ug/L,Final,,0.187,,1849;1864,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-09-07,11:19:00,,,21OHIO_WQX-600860,,Water,Chloride,61.1,mg/L,Final,,5.0,,1849,Chloride by Colorimetric Analysis I,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Pheophytin a,12.5,ug/L,Final,J,1.39,,1849,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Arsenic,,,Final,,2.0,Below Reporting Limit,1849;1864,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Magnesium,16.0,mg/L,Final,,1.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-06-30,11:52:00,,,21OHIO_WQX-600860,,Water,"Total Phosphorus, mixed forms",0.0217,mg/L,Final,,0.01,,1849,Total Phosphorus After Block Digestion,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Dissolved oxygen saturation,104.0,%,Final,,,,1849;1864,,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Manganese,61.2,ug/L,Final,,10.0,,1849,Metals in Water by ICP-AES,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Dissolved oxygen saturation,104.0,%,Final,,,,1849;1864,,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,Chemical oxygen demand,52.2,mg/L,Final,,20.0,,1849;1864,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Specific conductance,710.0,umho/cm,Final,,2.0,,1849;1864,2510 B ~ Conductivity - Laboratory Method,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,"Biochemical oxygen demand, standard conditions",,,Final,,2.0,Below Reporting Limit,1849;1864,5210 B ~ 5-Day Biochemical Oxygen Demand,STORET,
2021-06-30,11:52:00,,,21OHIO_WQX-600860,,Water,Sodium,39.8,mg/L,Final,,5.0,,1849,Metals in Water by ICP-AES,STORET,
2021-06-30,12:33:00,,,21OHIO_WQX-V03W25,,Water,Arsenic,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,Cadmium,,,Final,,0.2,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-07-28,10:57:00,,,21OHIO_WQX-600860,,Water,Nickel,4.28,ug/L,Final,,2.0,,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-06-30,11:52:00,,,21OHIO_WQX-600860,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1849;1864,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-06-22,11:08:00,,,21OHIO_WQX-V03W25,,Water,Dissolved oxygen saturation,84.9,%,Final,,,,1849;1864,,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,Specific conductance,598.0,umho/cm,Final,,2.0,,1849,2510 B ~ Conductivity - Laboratory Method,STORET,
2021-09-29,11:56:00,,,21OHIO_WQX-600860,,Water,Chemical oxygen demand,21.7,mg/L,Final,J,20.0,,1849,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2021-07-06,10:32:00,,,21OHIO_WQX-600860,,Water,Specific conductance,587.0,umho/cm,Final,,,,1849;1864,,STORET,
2021-07-28,10:57:00,,,21OHIO_WQX-600860,,Water,Barium,64.4,ug/L,Final,,15.0,,1849,Metals in Water by ICP-AES,STORET,
2021-09-07,11:53:00,,,21OHIO_WQX-V03W25,,Water,Ammonia,0.112,mg/L,Final,,0.05,,1849,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,pH,7.93,,Final,,,,1849,,STORET,
2021-09-07,11:53:00,,,21OHIO_WQX-V03W25,,Water,pH,7.74,,Final,,,,1849,,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,Total dissolved solids,440.0,mg/L,Final,,10.0,,1849,2540 C ~ Total Dissolved Solids in Water,STORET,
2021-07-28,11:50:00,,,21OHIO_WQX-V03W25,,Water,Total Kjeldahl nitrogen (Organic N & NH3),1.0,mg/L,Final,,0.3,,1849,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,Specific conductance,636.0,umho/cm,Final,,2.0,,1849,2510 B ~ Conductivity - Laboratory Method,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Strontium,2180.0,ug/L,Final,,30.0,,1849,Metals in Water by ICP-AES,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,"Temperature, water",24.4,deg C,Final,,,,1849,,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1849;1864,Metals in Water by ICP-AES,STORET,
2021-08-24,11:17:00,,,21OHIO_WQX-600860,,Water,Pheophytin a,45.6,ug/L,Final,J,12.6,,1849,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-08-24,11:17:00,,,21OHIO_WQX-600860,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1849,Metals in Water by ICP-AES,STORET,
2021-08-03,11:26:00,,,21OHIO_WQX-V03W25,,Water,pH,7.8,,Final,,,,1849;1864,,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,Dissolved oxygen (DO),8.98,mg/L,Final,,,,1849,,STORET,
2021-09-29,11:56:00,,,21OHIO_WQX-600860,,Water,Chromium,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-09-07,11:53:00,,,21OHIO_WQX-V03W25,,Water,Dissolved oxygen (DO),5.04,mg/L,Final,,,,1849,,STORET,
2021-08-10,10:58:00,,,21OHIO_WQX-600860,,Water,"Temperature, water",25.099,deg C,Final,,,,1849;1864,,STORET,
2021-09-07,11:53:00,,,21OHIO_WQX-V03W25,,Water,Dissolved oxygen saturation,60.1,%,Final,,,,1849,,STORET,
2021-08-10,10:58:00,,,21OHIO_WQX-600860,,Water,"Temperature, water",25.099,deg C,Final,,,,1849;1864,,STORET,
2021-08-05,12:43:00,,,21OHIO_WQX-V03W25,,Water,Total suspended solids,,,Final,,5.0,Below Reporting Limit,1849,2540 D ~ Total Suspended Solids in Water,STORET,
2021-08-03,10:40:00,,,21OHIO_WQX-600860,,Water,Specific conductance,583.0,umho/cm,Final,,,,1849;1864,,STORET,
2021-08-24,11:17:00,,,21OHIO_WQX-600860,,Water,Sodium,39.5,mg/L,Final,,5.0,,1849,Metals in Water by ICP-AES,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,Barium,41.2,ug/L,Final,,15.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-07-28,10:57:00,,,21OHIO_WQX-600860,,Water,Pheophytin a,5.46,ug/L,Final,J,1.43,,1849,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-07-20,11:34:00,,,21OHIO_WQX-V03W25,,Water,pH,8.56,,Final,,,,1849;1864,,STORET,
2021-08-10,11:24:00,,,21OHIO_WQX-V03W25,,Water,Dissolved oxygen saturation,56.4,%,Final,,,,1849;1864,,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,Nickel,4.0,ug/L,Final,,2.0,,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Total suspended solids,13.0,mg/L,Final,,5.0,,1849;1864,2540 D ~ Total Suspended Solids in Water,STORET,
2021-09-29,13:00:00,,,21OHIO_WQX-V03W25,,Water,Total Kjeldahl nitrogen (Organic N & NH3),0.866,mg/L,Final,,0.3,,1849,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2021-09-02,10:47:00,,,21OHIO_WQX-600860,,Water,Dissolved oxygen (DO),7.72,mg/L,Final,,,,1849;1864,,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,"Total Phosphorus, mixed forms",0.0706,mg/L,Final,,0.01,,1849,Total Phosphorus After Block Digestion,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Chromium,,,Final,,2.0,Below Reporting Limit,1849;1864,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1849,Metals in Water by ICP-AES,STORET,
2021-09-29,13:00:00,,,21OHIO_WQX-V03W25,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Iron,422.0,ug/L,Final,,50.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Potassium,4.13,mg/L,Final,,2.0,,1849,Metals in Water by ICP-AES,STORET,
2021-07-13,10:47:00,,,21OHIO_WQX-600860,,Water,Dissolved oxygen (DO),7.66,mg/L,Final,,,,1849;1864,,STORET,
2021-08-03,10:40:00,,,21OHIO_WQX-600860,,Water,Dissolved oxygen (DO),7.88,mg/L,Final,,,,1849;1864,,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,"Alkalinity, total",153.0,mg/L,Final,,5.0,,1849;1864,Alkalinity by Titration,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,"Chlorophyll a, corrected for pheophytin",5.49,ug/L,Final,,0.126,,1849;1864,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-06-16,11:16:00,,,21OHIO_WQX-V04S16,,Water,Total suspended solids,10.0,mg/L,Final,,5.0,,1849,2540 D ~ Total Suspended Solids in Water,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,Chloride,69.5,mg/L,Final,,5.0,,1849,Chloride by Colorimetric Analysis I,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Chloride,79.7,mg/L,Final,,5.0,,1849;1864,Chloride by Colorimetric Analysis I,STORET,
2021-09-07,11:19:00,,,21OHIO_WQX-600860,,Water,Cadmium,,,Final,,0.2,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,"Hardness, Ca, Mg",257.0,mg/L,Final,,10.0,,1849,Metals in Water by ICP-AES,STORET,
2021-06-16,11:16:00,,,21OHIO_WQX-V04S16,,Water,Dissolved oxygen saturation,100.4,%,Final,,,,1849,,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,"Total Phosphorus, mixed forms",0.0876,mg/L,Final,,0.01,,1849;1864,Total Phosphorus After Block Digestion,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Nickel,4.17,ug/L,Final,,2.0,,1849;1864,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Calcium,72.4,mg/L,Final,,2.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Magnesium,16.0,mg/L,Final,,1.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1849;1864,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-09-29,11:56:00,,,21OHIO_WQX-600860,,Water,"Hardness, Ca, Mg",195.0,mg/L,Final,,10.0,,1849,Metals in Water by ICP-AES,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Nitrate + Nitrite,1.7,mg/L,Final,,0.1,,1849;1864,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
2021-07-28,10:57:00,,,21OHIO_WQX-600860,,Water,Zinc,13.5,ug/L,Final,,10.0,,1849,Metals in Water by ICP-AES,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,Calcium,62.2,mg/L,Final,,2.0,,1849,Metals in Water by ICP-AES,STORET,
2021-06-30,12:33:00,,,21OHIO_WQX-V03W25,,Water,Chemical oxygen demand,40.4,mg/L,Final,,20.0,,1849,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2021-08-05,12:43:00,,,21OHIO_WQX-V03W25,,Water,"Chlorophyll a, corrected for pheophytin",19.7,ug/L,Final,,0.28,,1849,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,"Alkalinity, total",171.0,mg/L,Final,,5.0,,1849,Alkalinity by Titration,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Chromium,,,Final,,2.0,Below Reporting Limit,1849;1864,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-06-30,11:52:00,,,21OHIO_WQX-600860,,Water,Aluminum,,,Final,,200.0,Below Reporting Limit,1849,Metals in Water by ICP-AES,STORET,
2021-07-28,10:57:00,,,21OHIO_WQX-600860,,Water,"Total Phosphorus, mixed forms",0.015,mg/L,Final,,0.01,,1849,Total Phosphorus After Block Digestion,STORET,
2021-08-05,12:43:00,,,21OHIO_WQX-V03W25,,Water,Ammonia,0.0722,mg/L,Final,,0.05,,1849,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Chemical oxygen demand,35.7,mg/L,Final,,20.0,,1849;1864,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2021-09-29,11:56:00,,,21OHIO_WQX-600860,,Water,Arsenic,2.19,ug/L,Final,,2.0,,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,Total Kjeldahl nitrogen (Organic N & NH3),1.12,mg/L,Final,,0.3,,1849;1864,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2021-08-05,12:43:00,,,21OHIO_WQX-V03W25,,Water,Chloride,48.1,mg/L,Final,,5.0,,1849,Chloride by Colorimetric Analysis I,STORET,
2021-08-10,10:58:00,,,21OHIO_WQX-600860,,Water,Dissolved oxygen saturation,93.1,%,Final,,,,1849;1864,,STORET,
2021-08-10,11:24:00,,,21OHIO_WQX-V03W25,,Water,"Temperature, water",24.56,deg C,Final,,,,1849;1864,,STORET,
2021-07-20,11:01:00,,,21OHIO_WQX-600860,,Water,Dissolved oxygen saturation,96.4,%,Final,,,,1849;1864,,STORET,
2021-08-24,11:17:00,,,21OHIO_WQX-600860,,Water,Arsenic,2.31,ug/L,Final,,2.0,,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-24,11:17:00,,,21OHIO_WQX-600860,,Water,Manganese,45.0,ug/L,Final,,10.0,,1849,Metals in Water by ICP-AES,STORET,
2021-08-03,11:26:00,,,21OHIO_WQX-V03W25,,Water,Dissolved oxygen saturation,58.2,%,Final,,,,1849;1864,,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,Strontium,859.0,ug/L,Final,,30.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-06-30,12:33:00,,,21OHIO_WQX-V03W25,,Water,Iron,811.0,ug/L,Final,,50.0,,1849,Metals in Water by ICP-AES,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Nickel,3.63,ug/L,Final,,2.0,,1849;1864,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Ammonia,,,Final,,0.05,Below Reporting Limit,1849;1864,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2021-07-28,10:57:00,,,21OHIO_WQX-600860,,Water,pH,8.34,,Final,,,,1849,,STORET,
2021-06-30,11:52:00,,,21OHIO_WQX-600860,,Water,pH,8.46,,Final,,,,1849,,STORET,
2021-06-30,11:52:00,,,21OHIO_WQX-600860,,Water,Strontium,1540.0,ug/L,Final,,30.0,,1849,Metals in Water by ICP-AES,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Barium,46.6,ug/L,Final,,15.0,,1849,Metals in Water by ICP-AES,STORET,
2021-07-28,11:50:00,,,21OHIO_WQX-V03W25,,Water,Chromium,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Iron,144.0,ug/L,Final,,50.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-08-03,11:26:00,,,21OHIO_WQX-V03W25,,Water,pH,7.8,,Final,,,,1849;1864,,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,"Chlorophyll a, corrected for pheophytin",70.0,ug/L,Final,,2.8,,1849,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,Calcium,68.8,mg/L,Final,,2.0,,1849,Metals in Water by ICP-AES,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Manganese,44.1,ug/L,Final,,10.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-06-22,11:08:00,,,21OHIO_WQX-V03W25,,Water,Dissolved oxygen saturation,84.9,%,Final,,,,1849;1864,,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Cadmium,,,Final,,0.2,Below Reporting Limit,1849;1864,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,Sodium,20.2,mg/L,Final,,5.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-10-13,12:00:00,,,21OHIO_WQX-303123,,Water,pH,7.9,,Final,,,,1713,,STORET,
2021-09-02,10:47:00,,,21OHIO_WQX-600860,,Water,"Temperature, water",23.9,deg C,Final,,,,1849;1864,,STORET,
2021-08-24,11:17:00,,,21OHIO_WQX-600860,,Water,Strontium,1690.0,ug/L,Final,,30.0,,1849,Metals in Water by ICP-AES,STORET,
2021-09-29,11:56:00,,,21OHIO_WQX-600860,,Water,"Temperature, water",19.7,deg C,Final,,,,1849,,STORET,
2021-08-24,11:17:00,,,21OHIO_WQX-600860,,Water,"Biochemical oxygen demand, standard conditions",5.43,mg/L,Final,,2.0,,1849,5210 B ~ 5-Day Biochemical Oxygen Demand,STORET,
2021-09-07,11:19:00,,,21OHIO_WQX-600860,,Water,Strontium,1660.0,ug/L,Final,,30.0,,1849,Metals in Water by ICP-AES,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Aluminum,,,Final,,200.0,Below Reporting Limit,1849;1864,Metals in Water by ICP-AES,STORET,
2021-09-07,11:19:00,,,21OHIO_WQX-600860,,Water,"Total Phosphorus, mixed forms",0.0469,mg/L,Final,J,0.01,,1849,Total Phosphorus After Block Digestion,STORET,
2021-09-29,11:56:00,,,21OHIO_WQX-600860,,Water,Chloride,57.1,mg/L,Final,,5.0,,1849,Chloride by Colorimetric Analysis I,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Magnesium,23.3,mg/L,Final,,1.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Pheophytin a,4.27,ug/L,Final,J,0.631,,1849;1864,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,Calcium,40.7,mg/L,Final,,2.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-07-28,11:50:00,,,21OHIO_WQX-V03W25,,Water,Ammonia,0.0655,mg/L,Final,,0.05,,1849,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2021-06-16,11:16:00,,,21OHIO_WQX-V04S16,,Water,"Chlorophyll a, corrected for pheophytin",3.25,ug/L,Final,,0.14,,1849,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-08-03,10:40:00,,,21OHIO_WQX-600860,,Water,Dissolved oxygen saturation,94.5,%,Final,,,,1849;1864,,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Arsenic,2.77,ug/L,Final,,2.0,,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-06-16,11:16:00,,,21OHIO_WQX-V04S16,,Water,Chromium,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-09-07,11:19:00,,,21OHIO_WQX-600860,,Water,"Hardness, Ca, Mg",236.0,mg/L,Final,,10.0,,1849,Metals in Water by ICP-AES,STORET,
2021-08-05,12:43:00,,,21OHIO_WQX-V03W25,,Water,Specific conductance,571.0,umho/cm,Final,,,,1849,,STORET,
2021-07-28,10:57:00,,,21OHIO_WQX-600860,,Water,Chloride,58.2,mg/L,Final,,5.0,,1849,Chloride by Colorimetric Analysis I,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,Lead,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-07-20,11:01:00,,,21OHIO_WQX-600860,,Water,"Temperature, water",25.46,deg C,Final,,,,1849;1864,,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,Chloride,48.1,mg/L,Final,,5.0,,1849;1864,Chloride by Colorimetric Analysis I,STORET,
2021-06-16,11:16:00,,,21OHIO_WQX-V04S16,,Water,"Temperature, water",22.65,deg C,Final,,,,1849,,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,Sulfate,83.6,mg/L,Final,,10.0,,1849;1864,Sulfate in Water by Colorimetry,STORET,
2021-09-29,11:56:00,,,21OHIO_WQX-600860,,Water,Lead,,,Final,,2.0,Below Reporting Limit,1849,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2021-08-03,11:26:00,,,21OHIO_WQX-V03W25,,Water,Specific conductance,577.0,umho/cm,Final,,,,1849;1864,,STORET,
2021-06-30,11:52:00,,,21OHIO_WQX-600860,,Water,"Biochemical oxygen demand, standard conditions",4.39,mg/L,Final,,2.0,,1849,5210 B ~ 5-Day Biochemical Oxygen Demand,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Ammonia,0.108,mg/L,Final,,0.05,,1849,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Zinc,,,Final,,10.0,Below Reporting Limit,1849;1864,Metals in Water by ICP-AES,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Specific conductance,472.0,umho/cm,Final,,,,1849;1864,,STORET,
2021-08-05,12:43:00,,,21OHIO_WQX-V03W25,,Water,"Total Phosphorus, mixed forms",0.0415,mg/L,Final,,0.01,,1849,Total Phosphorus After Block Digestion,STORET,
2021-09-29,11:56:00,,,21OHIO_WQX-600860,,Water,Pheophytin a,5.67,ug/L,Final,J,0.897,,1849,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Calcium,55.2,mg/L,Final,,2.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Chemical oxygen demand,39.1,mg/L,Final,,20.0,,1849,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2021-06-29,11:14:00,,,21OHIO_WQX-V04S16,,Water,"Total Phosphorus, mixed forms",0.0526,mg/L,Final,,0.01,,1849;1864,Total Phosphorus After Block Digestion,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,Calcium,55.2,mg/L,Final,,2.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-08-24,11:17:00,,,21OHIO_WQX-600860,,Water,Specific conductance,602.0,umho/cm,Final,,2.0,,1849,2510 B ~ Conductivity - Laboratory Method,STORET,
2021-08-05,11:26:00,,,21OHIO_WQX-V04S16,,Water,Total suspended solids,7.5,mg/L,Final,,5.0,,1849;1864,2540 D ~ Total Suspended Solids in Water,STORET,
2021-07-22,10:55:00,,,21OHIO_WQX-V04S16,,Water,"Total Phosphorus, mixed forms",0.0696,mg/L,Final,,0.01,,1849;1864,Total Phosphorus After Block Digestion,STORET,
2021-06-22,10:38:00,,,21OHIO_WQX-600860,,Water,pH,8.0,,Final,,,,1849;1864,,STORET,
2021-08-18,11:05:00,,,21OHIO_WQX-V04S16,,Water,"Hardness, Ca, Mg",155.0,mg/L,Final,,10.0,,1849;1864,Metals in Water by ICP-AES,STORET,
2021-08-05,10:15:00,,,21OHIO_WQX-600860,,Water,Total dissolved solids,400.0,mg/L,Final,,10.0,,1849,2540 C ~ Total Dissolved Solids in Water,STORET,
2021-08-05,12:43:00,,,21OHIO_WQX-V03W25,,Water,Total Kjeldahl nitrogen (Organic N & NH3),0.962,mg/L,Final,,0.3,,1849,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2021-06-30,12:33:00,,,21OHIO_WQX-V03W25,,Water,"Biochemical oxygen demand, standard conditions",2.74,mg/L,Final,,2.0,,1849,5210 B ~ 5-Day Biochemical Oxygen Demand,STORET,
2021-09-07,11:19:00,,,21OHIO_WQX-600860,,Water,Dissolved oxygen (DO),8.05,mg/L,Final,,,,1849,,STORET,
2021-08-24,12:12:00,,,21OHIO_WQX-V03W25,,Water,Specific conductance,559.0,umho/cm,Final,,2.0,,1849,2510 B ~ Conductivity - Laboratory Method,STORET,
2021-08-05,11:40:00,,,21OHIO_WQX-V04S16,,Water,Nitrate + Nitrite,1.15,mg/L,Final,,0.1,,1849,Nitrate-Nitrite Nitrogen by Colorimetry,STORET,
