location,month,Chloride,Phosphorus,Specific conductance,Sulfate,Total dissolved solids,pH
sacramento,2017-06-01,42.762,,,18.316,,7.76
sacramento,2017-07-01,,,,,,8.0
sacramento,2017-08-01,,,,,,7.576470588235295
sacramento,2017-09-01,,,,,,7.8
sacramento,2017-10-01,,,,,,7.833333333333333
sacramento,2017-11-01,,,,,,7.7
sacramento,2017-12-01,,,,,,7.9
sacramento,2018-01-01,,,,,,7.9
sacramento,2018-02-01,,,,,,7.94
sacramento,2018-03-01,,,,,,7.6
sacramento,2018-04-01,,,,,,7.6
sacramento,2018-05-01,,,,,,7.741666666666667
sacramento,2018-06-01,,,,,,7.766666666666667
sacramento,2018-07-01,,,,,,7.722222222222222
sacramento,2018-08-01,,,,,,7.7875
sacramento,2018-09-01,,,,,,7.575
sacramento,2018-10-01,,,,,,7.8090909090909095
sacramento,2018-11-01,,,,,,7.9
sacramento,2018-12-01,,,,,,7.75
sacramento,2019-02-01,,,,,,7.85
sacramento,2019-03-01,,,,,,7.75
sacramento,2019-04-01,,,,,,7.866666666666667
sacramento,2019-05-01,,,,,,7.875
sacramento,2019-06-01,,,,,,7.459999999999999
sacramento,2019-07-01,,,,,,7.533333333333334
sacramento,2019-08-01,,,,,,7.866666666666666
sacramento,2019-09-01,,,,,,7.642857142857143
sacramento,2019-10-01,,,,,,7.757142857142857
sacramento,2019-12-01,,,,,,7.55
sacramento,2020-01-01,,,,,,7.683333333333334
sacramento,2020-02-01,,,,,,7.779999999999999
sacramento,2020-03-01,,,,,,8.0
sacramento,2020-05-01,,,,,,7.825
sacramento,2020-06-01,,,,,,7.683333333333334
sacramento,2020-07-01,,,,,,7.828571428571428
sacramento,2020-08-01,,,,,,7.7
sacramento,2020-09-01,,,,,,7.95
sacramento,2020-10-01,,,,,,7.949999999999999
sacramento,2020-11-01,,,,,,8.128571428571428
sacramento,2020-12-01,,,,,,7.833333333333333
sacramento,2021-01-01,,,,,,8.025
sacramento,2021-02-01,,,,,,7.975
sacramento,2021-03-01,,,,,,8.033333333333333
sacramento,2021-04-01,,,,,,7.566666666666666
sacramento,2021-05-01,,,,,,7.875
sacramento,2021-06-01,,,,,,7.88
sacramento,2021-07-01,,,,,,7.949999999999999
sacramento,2021-08-01,,,,,,7.85
sacramento,2021-09-01,,,,,,7.8999999999999995
sacramento,2021-10-01,,,,,,7.933333333333334
sacramento,2021-12-01,,,,,,7.85
st_louis,2010-01-01,60.4,0.0865,,64.6,,
st_louis,2010-03-01,73.3,0.060000000000000005,,60.4,,
st_louis,2010-04-01,104.8,0.06257142857142857,,75.4,,
st_louis,2010-05-01,65.36666666666666,0.4676666666666667,,71.23333333333333,,
st_louis,2010-06-01,104.51428571428572,0.22968750000000002,,52.8,,
st_louis,2010-07-01,118.08333333333333,0.25923076923076926,,,,
st_louis,2010-08-01,100.83333333333333,0.32705555555555554,,75.63333333333334,,
st_louis,2010-09-01,65.76666666666667,0.5363333333333333,,63.70000000000001,,
st_louis,2010-10-01,106.1875,0.097625,,38.95,,
st_louis,2010-12-01,28.1,0.325,,24.1,,
st_louis,2011-01-01,134.0,0.10049999999999999,,31.7,,
st_louis,2011-02-01,103.0,0.1755,,35.4,,
st_louis,2011-04-01,77.4,0.1225,,18.0,,
st_louis,2011-05-01,55.5,0.14350000000000002,,23.4,,
st_louis,2011-06-01,31.1,0.3015,,20.6,,
st_louis,2011-07-01,83.65,0.23800000000000002,,,,
st_louis,2011-08-01,38.0,0.11449999999999999,,52.8,,
st_louis,2011-09-01,17.8,0.07550000000000001,,35.1,,
st_louis,2011-10-01,21.4,0.08499999999999999,,46.5,,
st_louis,2011-11-01,43.1,0.194,,27.5,,
st_louis,2012-01-01,72.4,0.0535,,41.2,,
st_louis,2012-02-01,68.9,0.1235,,34.3,,
st_louis,2012-04-01,80.5,0.124,,24.8,,
st_louis,2012-05-01,56.6,0.1815,,26.3,,
st_louis,2012-06-01,,0.55,433.0,,,
st_louis,2012-07-01,20.1,0.082,,102.0,,
st_louis,2012-08-01,16.5,0.076,,70.6,,
st_louis,2012-09-01,24.0,0.17500000000000002,650.8,58.3,,
st_louis,2012-10-01,21.9,0.0675,,55.6,,
st_louis,2012-11-01,20.0,0.0485,,59.1,,
st_louis,2013-01-01,66.3,0.16699999999999998,,53.8,,
st_louis,2013-02-01,53.4,0.063,,69.9,,
st_louis,2013-04-01,103.0,0.126,,50.2,,
st_louis,2013-05-01,43.2,0.288,428.1,14.7,,
st_louis,2013-06-01,23.1,0.5953333333333333,434.0,19.4,,
st_louis,2013-07-01,47.6,0.1105,,69.1,,
st_louis,2013-08-01,,0.3,524.0,,,
st_louis,2013-09-01,51.2,0.142,,35.1,,
st_louis,2013-10-01,34.5,0.058,,40.7,,
st_louis,2013-11-01,42.2,0.11,,102.0,,
st_louis,2014-01-01,206.0,0.156,,39.4,,
st_louis,2014-02-01,227.0,0.361,,,,
st_louis,2014-04-01,97.3,0.20049999999999998,,40.6,,
st_louis,2014-05-01,104.0,0.5465,,22.2,,
st_louis,2014-06-01,,0.83,477.0,,,
st_louis,2014-07-01,72.5,0.08124999999999999,,38.25,,
st_louis,2014-08-01,,0.62,719.0,,,
st_louis,2014-09-01,73.4,0.446,506.9,18.1,,
st_louis,2014-10-01,86.6,0.092,,,,
st_louis,2014-12-01,86.2,0.1035,,34.0,,
st_louis,2015-01-01,90.0,0.0695,,65.7,,
st_louis,2015-03-01,118.0,0.072,,22.35,,
st_louis,2015-04-01,,0.4,,,,
st_louis,2015-05-01,93.6,0.11414285714285713,,55.0,,
st_louis,2015-06-01,60.23333333333333,0.26435294117647057,,43.300000000000004,,
st_louis,2015-07-01,79.6,0.29491666666666666,,44.8,,
st_louis,2015-08-01,66.46666666666667,0.3575294117647059,,66.05,,
st_louis,2015-09-01,66.55,0.33016666666666666,,42.4,,
st_louis,2015-10-01,69.6,0.09435714285714285,,71.8,,
st_louis,2015-11-01,67.4,0.127,,46.6,,
st_louis,2016-01-01,74.2,0.091,,58.9,,
st_louis,2016-02-01,168.0,0.0535,,71.4,,
st_louis,2016-03-01,83.9,0.0575,,77.9,,
st_louis,2016-04-01,,0.3,608.3,,,
st_louis,2016-05-01,52.7,0.128,,58.7,,
st_louis,2016-06-01,58.0,0.22966666666666669,429.0,65.6,,
st_louis,2016-08-01,15.9,0.4766666666666666,586.9,7.79,,
st_louis,2016-09-01,29.6,0.246,,21.4,,
st_louis,2016-10-01,122.0,0.1835,,88.0,,
st_louis,2016-11-01,49.5,0.135,,39.9,,
st_louis,2016-12-01,136.5,,1035.2412962962962,,,
st_louis,2017-01-01,2147.9363636363637,0.0955,1385.5123271889402,52.5,,
st_louis,2017-02-01,172.64285714285714,0.31,1029.1314213412063,,,
st_louis,2017-03-01,93.98888888888888,0.13025,518.7129032258065,41.9,,
st_louis,2017-04-01,,1.2,487.1166608816383,,,
st_louis,2017-05-01,162.76,0.227,427.7320026178011,38.2,,
st_louis,2017-06-01,53.6,0.19666666666666666,562.0,59.3,,
st_louis,2017-08-01,34.5,0.289,482.6,45.5,,
st_louis,2017-09-01,28.0,0.106,,72.4,,
st_louis,2017-10-01,40.0,0.0965,,56.6,,
st_louis,2017-11-01,94.7,0.088,657.5747047244095,69.1,,
st_louis,2017-12-01,97.875,,1076.4534610215053,,,
st_louis,2018-01-01,464.35555555555555,0.1025,2035.5743279569892,60.6,,
st_louis,2018-02-01,127.4909090909091,0.36400000000000005,818.3685410334347,18.1,455.0,
st_louis,2018-03-01,66.4,0.159,404.77972350230414,43.7,,
st_louis,2018-04-01,139.5,0.371,410.32190476190476,,,
st_louis,2018-05-01,124.15555555555557,0.088,289.68550458715595,59.9,,
st_louis,2018-06-01,34.7,0.3773333333333333,,30.2,,
st_louis,2018-07-01,51.0,0.1045,,42.1,,
st_louis,2018-08-01,51.1,0.17533333333333334,760.72,34.4,494.6,
st_louis,2018-10-01,52.8,0.1075,,87.2,,
st_louis,2018-11-01,85.3,0.086,,60.3,,
st_louis,2019-01-01,359.0,0.0785,,39.2,,
st_louis,2019-02-01,109.0,0.101,,47.6,,
st_louis,2019-04-01,28.5,0.1525,,68.3,,
st_louis,2019-05-01,51.5,0.376,,39.4,,
st_louis,2019-06-01,47.0,0.1875,,44.3,,
st_louis,2019-07-01,56.2,0.17,,29.9,,
st_louis,2019-09-01,42.4,0.1775,,33.2,,
st_louis,2019-10-01,43.6,0.0915,,63.3,,
st_louis,2019-11-01,141.0,0.0955,,56.2,,
st_louis,2020-01-01,89.0,0.096,,46.4,,
st_louis,2020-03-01,84.9,0.278,,31.4,,
st_louis,2020-07-01,72.43333333333334,0.15916666666666665,,75.3,,
st_louis,2020-09-01,60.666666666666664,0.15933333333333333,,77.89999999999999,,
st_louis,2020-10-01,84.03333333333335,0.26716666666666666,,102.76666666666667,,
st_louis,2020-12-01,58.8,0.0935,,47.0,,
toledo,2012-05-01,46.1,0.10266666666666667,,13.466666666666667,360.0,
toledo,2012-06-01,68.08333333333333,0.06683333333333334,,61.879999999999995,336.6666666666667,
toledo,2012-07-01,70.62,0.10525,,53.379999999999995,341.2,
toledo,2012-08-01,91.2,0.12971428571428573,,138.9,494.0,
toledo,2012-09-01,67.475,0.0435,,44.675000000000004,298.5,8.25
toledo,2012-10-01,200.0,0.055,,158.0,812.0,
toledo,2012-11-01,156.0,0.095,,180.0,788.0,
toledo,2013-07-01,42.0,0.06,,64.3,334.0,
toledo,2013-11-01,119.0,0.392,,,560.0,
toledo,2014-09-01,241.0,0.027,,147.0,848.0,
toledo,2014-10-01,212.0,0.037,,126.0,826.0,
toledo,2014-11-01,123.0,0.156,,64.9,580.0,
toledo,2014-12-01,207.0,0.012,,134.0,784.0,
toledo,2015-01-01,356.0,0.076,,81.5,906.0,
toledo,2015-03-01,247.5,0.082,,59.900000000000006,656.0,
toledo,2015-04-01,157.5,0.019,,72.2,640.0,
toledo,2015-05-01,158.5,0.0365,,57.7,629.0,
toledo,2015-06-01,95.65,0.1195,,33.5,413.0,
toledo,2015-07-01,138.0,0.0885,,59.9,564.0,
toledo,2015-08-01,134.5,0.054000000000000006,,64.3,599.0,
toledo,2015-09-01,208.0,0.041,,102.35,735.0,
toledo,2015-10-01,85.7,0.056499999999999995,,76.45,415.0,
toledo,2015-12-01,155.0,0.025,,92.15,669.0,
toledo,2016-01-01,123.0,,,87.75,606.0,
toledo,2016-02-01,129.0,,,69.5,522.0,
toledo,2016-03-01,113.5,,,60.349999999999994,564.0,
toledo,2016-04-01,97.55,,,55.7,485.0,
toledo,2016-05-01,131.5,,,79.45,626.0,7.8
toledo,2016-06-01,91.05,,,58.95,368.0,8.3
toledo,2016-07-01,101.55,,,61.550000000000004,420.0,
toledo,2016-08-01,102.1,,,60.349999999999994,492.0,
toledo,2016-09-01,110.825,,,65.0,540.5,
toledo,2016-11-01,89.35,,,53.5,503.0,
toledo,2016-12-01,108.5,,,68.0,566.0,
toledo,2017-01-01,92.15,,,51.05,524.0,
toledo,2017-02-01,76.25,,,35.4,411.0,
toledo,2017-03-01,160.33333333333334,,,68.39999999999999,608.6666666666666,
toledo,2017-04-01,84.31428571428572,,,48.05714285714286,458.57142857142856,
toledo,2017-05-01,83.51428571428572,,,45.228571428571435,437.14285714285717,
toledo,2017-06-01,109.55714285714285,,,57.0,479.14285714285717,7.9
toledo,2017-07-01,82.86296296296297,,,40.56785714285714,405.46153846153845,
toledo,2017-08-01,112.71428571428571,,,66.6047619047619,478.3809523809524,
toledo,2017-09-01,98.22727272727273,,,66.0,449.09090909090907,
toledo,2017-10-01,137.75,,,107.5,602.5,
toledo,2017-11-01,103.175,,,79.975,512.5,
toledo,2017-12-01,144.66666666666666,,,90.2,586.0,
toledo,2018-03-01,121.75,,,54.3,543.0,
toledo,2018-04-01,88.39999999999999,,,45.166666666666664,410.6666666666667,
toledo,2018-05-01,77.25,,,52.7,473.0,
toledo,2018-06-01,84.3,,,49.86,453.2,
toledo,2018-07-01,211.0,,,120.0,770.0,
toledo,2018-08-01,143.25,,,72.475,537.5,
toledo,2018-09-01,237.0,,,126.0,854.0,
toledo,2018-10-01,187.0,,,99.4,676.0,
toledo,2018-11-01,112.05,,,80.25,563.0,
toledo,2018-12-01,77.65,,,53.7,468.0,
toledo,2019-01-01,109.0,,,88.4,594.0,
toledo,2019-02-01,65.7,,,29.7,358.0,
toledo,2019-03-01,287.0,,,96.9,880.0,
toledo,2019-04-01,104.0,,,71.8,468.0,
toledo,2019-05-01,62.75,,,44.4,388.6666666666667,
toledo,2019-06-01,43.300000000000004,,,34.56666666666667,370.0,
toledo,2019-07-01,144.0,,,73.0,567.0,
toledo,2019-08-01,93.94999999999999,,,65.56666666666668,452.0,
toledo,2019-09-01,114.0,,,109.0,646.0,
toledo,2019-10-01,40.8,,,43.0,370.0,
toledo,2019-11-01,139.0,,,88.95,631.0,
toledo,2020-01-01,86.5,,,79.3,568.0,
toledo,2020-02-01,74.1,,,71.6,512.0,
toledo,2020-03-01,247.0,,,65.3,746.0,
toledo,2021-11-01,,0.0445,,,,
