location,month,characteristic,monthly_mean,monthly_median,n_samples
des_moines,2015-04-01,Total dissolved solids,410.0,410.0,1
des_moines,2015-05-01,Chloride,26.0,26.0,1
des_moines,2015-05-01,Sulfate,23.0,23.0,1
des_moines,2015-05-01,Total dissolved solids,450.0,450.0,1
des_moines,2015-06-01,Chloride,23.0,23.0,1
des_moines,2015-06-01,Sulfate,20.0,20.0,1
des_moines,2015-06-01,Total dissolved solids,490.0,490.0,1
des_moines,2015-07-01,Chloride,19.0,19.0,1
des_moines,2015-07-01,Sulfate,18.0,18.0,1
des_moines,2015-07-01,Total dissolved solids,500.0,500.0,1
des_moines,2015-08-01,Chloride,20.0,20.0,1
des_moines,2015-08-01,Sulfate,22.0,22.0,1
des_moines,2015-08-01,Total dissolved solids,480.0,480.0,1
des_moines,2015-09-01,Chloride,12.0,12.0,1
des_moines,2015-09-01,Sulfate,13.0,13.0,1
des_moines,2015-09-01,Total dissolved solids,360.0,360.0,1
des_moines,2015-10-01,Chloride,20.0,20.0,1
des_moines,2015-10-01,Sulfate,21.0,21.0,1
des_moines,2015-10-01,Total dissolved solids,490.0,490.0,1
des_moines,2015-11-01,Chloride,28.0,28.0,1
des_moines,2015-11-01,Sulfate,30.0,30.0,1
des_moines,2015-11-01,Total dissolved solids,470.0,470.0,1
des_moines,2015-12-01,Chloride,20.0,20.0,1
des_moines,2015-12-01,Sulfate,22.0,22.0,1
des_moines,2015-12-01,Total dissolved solids,490.0,490.0,1
des_moines,2016-01-01,Chloride,20.0,20.0,1
des_moines,2016-01-01,Sulfate,20.0,20.0,1
des_moines,2016-01-01,Total dissolved solids,460.0,460.0,1
des_moines,2016-02-01,Chloride,25.0,25.0,1
des_moines,2016-02-01,Sulfate,28.0,28.0,1
des_moines,2016-02-01,Total dissolved solids,460.0,460.0,1
des_moines,2016-03-01,Chloride,20.0,20.0,1
des_moines,2016-03-01,Sulfate,24.0,24.0,1
des_moines,2016-03-01,Total dissolved solids,460.0,460.0,1
des_moines,2016-04-01,Chloride,21.0,21.0,1
des_moines,2016-04-01,Sulfate,21.0,21.0,1
des_moines,2016-04-01,Total dissolved solids,400.0,400.0,1
des_moines,2016-05-01,Chloride,21.0,21.0,1
des_moines,2016-05-01,Sulfate,18.0,18.0,1
des_moines,2016-05-01,Total dissolved solids,460.0,460.0,1
des_moines,2016-06-01,Chloride,22.0,22.0,1
des_moines,2016-06-01,Sulfate,18.0,18.0,1
des_moines,2016-06-01,Total dissolved solids,500.0,500.0,1
des_moines,2016-07-01,Chloride,32.0,32.0,2
des_moines,2016-07-01,Sulfate,38.0,38.0,1
des_moines,2016-07-01,Total dissolved solids,360.0,360.0,1
des_moines,2016-08-01,Chloride,22.0,22.0,1
des_moines,2016-08-01,Sulfate,28.0,28.0,1
des_moines,2016-08-01,Total dissolved solids,440.0,440.0,1
des_moines,2016-09-01,Chloride,37.0,37.0,1
des_moines,2016-09-01,Sulfate,54.0,54.0,1
des_moines,2016-09-01,Total dissolved solids,440.0,440.0,1
des_moines,2016-10-01,Chloride,19.0,19.0,1
des_moines,2016-10-01,Sulfate,23.0,23.0,1
des_moines,2016-10-01,Total dissolved solids,480.0,480.0,1
des_moines,2016-11-01,Chloride,26.0,26.0,1
des_moines,2016-11-01,Sulfate,30.0,30.0,1
des_moines,2016-11-01,Total dissolved solids,460.0,460.0,1
des_moines,2016-12-01,Chloride,23.0,23.0,1
des_moines,2016-12-01,Sulfate,25.0,25.0,1
des_moines,2016-12-01,Total dissolved solids,490.0,490.0,1
des_moines,2017-01-01,Chloride,24.0,24.0,1
des_moines,2017-01-01,Sulfate,9.9,9.9,1
des_moines,2017-01-01,Total dissolved solids,270.0,270.0,1
des_moines,2017-02-01,Chloride,21.0,21.0,1
des_moines,2017-02-01,Sulfate,28.0,28.0,1
des_moines,2017-02-01,Total dissolved solids,490.0,490.0,1
des_moines,2017-03-01,Chloride,23.0,23.0,1
des_moines,2017-03-01,Sulfate,21.0,21.0,1
des_moines,2017-03-01,Total dissolved solids,470.0,470.0,1
des_moines,2017-04-01,Chloride,21.0,21.0,1
des_moines,2017-04-01,Sulfate,19.0,19.0,1
des_moines,2017-04-01,Total dissolved solids,500.0,500.0,1
des_moines,2017-05-01,Chloride,56.833333333333336,33.5,6
des_moines,2017-05-01,Sulfate,12.0,12.0,1
des_moines,2017-05-01,Total dissolved solids,470.0,470.0,1
des_moines,2017-06-01,Chloride,53.111111111111114,55.0,9
des_moines,2017-06-01,Sulfate,33.0,33.0,1
des_moines,2017-06-01,Total dissolved solids,450.0,450.0,1
des_moines,2017-07-01,Chloride,54.8,56.5,20
des_moines,2017-07-01,Sulfate,33.0,33.0,1
des_moines,2017-07-01,Total dissolved solids,470.0,470.0,1
des_moines,2017-08-01,Chloride,60.4,62.0,15
des_moines,2017-08-01,Sulfate,160.0,160.0,1
des_moines,2017-08-01,Total dissolved solids,620.0,620.0,1
des_moines,2017-09-01,Chloride,66.0,71.0,21
des_moines,2017-09-01,Sulfate,250.0,250.0,1
des_moines,2017-09-01,Total dissolved solids,830.0,830.0,1
des_moines,2017-10-01,Chloride,45.666666666666664,43.0,18
des_moines,2017-10-01,Sulfate,24.0,24.0,1
des_moines,2017-10-01,Total dissolved solids,300.0,300.0,1
des_moines,2017-11-01,Chloride,58.523809523809526,43.0,21
des_moines,2017-11-01,Sulfate,56.0,56.0,1
des_moines,2017-11-01,Total dissolved solids,460.0,460.0,1
des_moines,2017-12-01,Chloride,70.4,84.0,15
des_moines,2017-12-01,Sulfate,72.0,72.0,1
des_moines,2017-12-01,Total dissolved solids,510.0,510.0,1
des_moines,2018-01-01,Chloride,277.0,277.0,2
des_moines,2018-01-01,Sulfate,140.0,140.0,1
des_moines,2018-01-01,Total dissolved solids,710.0,710.0,1
des_moines,2018-02-01,Chloride,395.75,446.5,4
des_moines,2018-02-01,Sulfate,110.0,110.0,1
des_moines,2018-02-01,Total dissolved solids,680.0,680.0,1
des_moines,2018-03-01,Chloride,211.26666666666668,209.0,15
des_moines,2018-03-01,Sulfate,34.0,34.0,1
des_moines,2018-03-01,Total dissolved solids,420.0,420.0,1
des_moines,2018-04-01,Chloride,138.27777777777777,130.0,18
des_moines,2018-04-01,Sulfate,33.0,33.0,1
des_moines,2018-04-01,Total dissolved solids,440.0,440.0,1
des_moines,2018-05-01,Chloride,74.44444444444444,77.5,18
des_moines,2018-05-01,Sulfate,21.0,21.0,1
des_moines,2018-05-01,Total dissolved solids,420.0,420.0,1
des_moines,2018-06-01,Chloride,58.85,57.0,20
des_moines,2018-06-01,Specific conductance,438.0,438.0,1
des_moines,2018-06-01,Sulfate,12.0,12.0,1
des_moines,2018-06-01,Total dissolved solids,297.5,297.5,2
des_moines,2018-07-01,Chloride,59.1764705882353,51.0,17
des_moines,2018-07-01,Specific conductance,358.0,358.0,1
des_moines,2018-07-01,Sulfate,19.0,19.0,1
des_moines,2018-07-01,Total dissolved solids,331.5,331.5,2
des_moines,2018-08-01,Chloride,57.85,53.0,20
des_moines,2018-08-01,Sulfate,39.0,39.0,1
des_moines,2018-08-01,Total dissolved solids,360.0,360.0,1
des_moines,2018-09-01,Chloride,47.8,49.0,20
des_moines,2018-09-01,Specific conductance,318.0,318.0,1
des_moines,2018-09-01,Sulfate,19.0,19.0,1
des_moines,2018-09-01,Total dissolved solids,313.5,313.5,2
des_moines,2018-10-01,Chloride,66.36333333333333,64.0,48
des_moines,2018-10-01,Sulfate,42.895,42.895,2
des_moines,2018-10-01,Total dissolved solids,430.0,430.0,1
des_moines,2018-11-01,Chloride,67.25,57.0,24
des_moines,2018-11-01,Sulfate,17.0,17.0,1
des_moines,2018-11-01,Total dissolved solids,440.0,440.0,1
des_moines,2018-12-01,Chloride,63.77777777777778,57.0,27
des_moines,2018-12-01,Sulfate,24.0,24.0,1
des_moines,2018-12-01,Total dissolved solids,480.0,480.0,1
des_moines,2019-01-01,Chloride,87.61538461538461,80.0,13
des_moines,2019-01-01,Sulfate,20.0,20.0,1
des_moines,2019-01-01,Total dissolved solids,470.0,470.0,1
des_moines,2019-02-01,Chloride,154.33333333333334,188.5,6
des_moines,2019-02-01,Sulfate,33.0,33.0,1
des_moines,2019-02-01,Total dissolved solids,480.0,480.0,1
des_moines,2019-03-01,Chloride,171.8125,135.0,16
des_moines,2019-03-01,Sulfate,34.0,34.0,1
des_moines,2019-03-01,Total dissolved solids,520.0,520.0,1
des_moines,2019-04-01,Chloride,117.0,126.0,22
des_moines,2019-04-01,Sulfate,23.0,23.0,1
des_moines,2019-04-01,Total dissolved solids,430.0,430.0,1
des_moines,2019-05-01,Chloride,60.54545454545455,55.5,44
des_moines,2019-05-01,Sulfate,27.0,27.0,1
des_moines,2019-05-01,Total dissolved solids,380.0,380.0,1
des_moines,2019-06-01,Chloride,69.87096774193549,62.0,31
des_moines,2019-06-01,Specific conductance,290.0,290.0,1
des_moines,2019-06-01,Sulfate,19.0,19.0,1
des_moines,2019-06-01,Total dissolved solids,319.0,319.0,2
des_moines,2019-07-01,Chloride,60.0,49.0,30
des_moines,2019-07-01,Sulfate,19.0,19.0,1
des_moines,2019-07-01,Total dissolved solids,470.0,470.0,1
des_moines,2019-08-01,Chloride,61.81818181818182,50.0,33
des_moines,2019-08-01,Specific conductance,291.0,291.0,1
des_moines,2019-08-01,Sulfate,38.0,38.0,1
des_moines,2019-08-01,Total dissolved solids,285.0,285.0,2
des_moines,2019-09-01,Chloride,61.857142857142854,61.0,28
des_moines,2019-09-01,Specific conductance,297.0,297.0,1
des_moines,2019-09-01,Sulfate,52.0,52.0,1
des_moines,2019-09-01,Total dissolved solids,281.5,281.5,2
des_moines,2019-10-01,Chloride,42.91111111111111,30.0,45
des_moines,2019-10-01,Sulfate,23.0,23.0,1
des_moines,2019-10-01,Total dissolved solids,470.0,470.0,1
des_moines,2019-11-01,Chloride,78.6,68.0,30
des_moines,2019-11-01,Sulfate,24.0,24.0,1
des_moines,2019-11-01,Total dissolved solids,480.0,480.0,1
des_moines,2019-12-01,Chloride,87.76,91.0,25
des_moines,2019-12-01,Sulfate,23.0,23.0,1
des_moines,2019-12-01,Total dissolved solids,450.0,450.0,1
des_moines,2020-01-01,Chloride,114.13333333333334,98.0,15
des_moines,2020-01-01,Sulfate,25.0,25.0,1
des_moines,2020-01-01,Total dissolved solids,460.0,460.0,1
des_moines,2020-02-01,Chloride,164.92857142857142,134.5,14
des_moines,2020-02-01,Sulfate,26.0,26.0,1
des_moines,2020-02-01,Total dissolved solids,490.0,490.0,1
des_moines,2020-03-01,Chloride,131.41176470588235,139.0,17
des_moines,2020-03-01,Sulfate,27.0,27.0,1
des_moines,2020-03-01,Total dissolved solids,490.0,490.0,1
des_moines,2020-04-01,Chloride,103.08333333333333,106.0,24
des_moines,2020-04-01,Sulfate,18.0,18.0,1
des_moines,2020-04-01,Total dissolved solids,460.0,460.0,1
des_moines,2020-05-01,Chloride,77.96428571428571,68.5,28
des_moines,2020-05-01,Sulfate,31.0,31.0,1
des_moines,2020-05-01,Total dissolved solids,390.0,390.0,1
des_moines,2020-06-01,Chloride,78.7741935483871,79.0,31
des_moines,2020-06-01,Specific conductance,399.0,399.0,1
des_moines,2020-06-01,Sulfate,21.0,21.0,1
des_moines,2020-06-01,Total dissolved solids,360.0,360.0,2
des_moines,2020-07-01,Chloride,72.41935483870968,70.0,31
des_moines,2020-07-01,Specific conductance,383.0,383.0,1
des_moines,2020-07-01,Sulfate,41.0,41.0,1
des_moines,2020-07-01,Total dissolved solids,349.5,349.5,2
des_moines,2020-08-01,Chloride,75.45714285714286,71.0,35
des_moines,2020-08-01,Sulfate,140.0,140.0,1
des_moines,2020-08-01,Total dissolved solids,630.0,630.0,1
des_moines,2020-09-01,Chloride,64.25925925925925,54.5,54
des_moines,2020-09-01,Specific conductance,486.0,486.0,1
des_moines,2020-09-01,Sulfate,60.0,60.0,1
des_moines,2020-09-01,Total dissolved solids,328.0,328.0,2
des_moines,2020-10-01,Chloride,79.8,74.5,30
des_moines,2020-10-01,Sulfate,180.0,180.0,1
des_moines,2020-10-01,Total dissolved solids,740.0,740.0,1
des_moines,2020-11-01,Chloride,103.6,89.5,30
des_moines,2020-11-01,Sulfate,180.0,180.0,1
des_moines,2020-11-01,Total dissolved solids,740.0,740.0,1
des_moines,2020-12-01,Chloride,130.04166666666666,119.0,24
des_moines,2020-12-01,Sulfate,120.0,120.0,1
des_moines,2020-12-01,Total dissolved solids,610.0,610.0,1
des_moines,2021-01-01,Chloride,211.73333333333332,157.0,15
des_moines,2021-01-01,Sulfate,220.0,220.0,1
des_moines,2021-01-01,Total dissolved solids,840.0,840.0,1
des_moines,2021-02-01,Chloride,249.3846153846154,187.0,13
des_moines,2021-02-01,Sulfate,170.0,170.0,1
des_moines,2021-02-01,Total dissolved solids,820.0,820.0,1
des_moines,2021-03-01,Chloride,154.70967741935485,157.0,31
des_moines,2021-03-01,Sulfate,23.0,23.0,1
des_moines,2021-03-01,Total dissolved solids,310.0,310.0,1
des_moines,2021-04-01,Chloride,116.87096774193549,111.0,31
des_moines,2021-04-01,Sulfate,50.0,50.0,1
des_moines,2021-04-01,Total dissolved solids,370.0,370.0,1
des_moines,2021-05-01,Chloride,94.2156862745098,88.0,51
des_moines,2021-05-01,Sulfate,59.0,59.0,1
des_moines,2021-05-01,Total dissolved solids,420.0,420.0,1
des_moines,2021-06-01,Chloride,83.1470588235294,72.5,34
des_moines,2021-06-01,Specific conductance,543.0,543.0,1
des_moines,2021-06-01,Sulfate,42.0,42.0,1
des_moines,2021-06-01,Total dissolved solids,416.5,416.5,2
des_moines,2021-07-01,Chloride,95.85,88.0,20
des_moines,2021-07-01,Specific conductance,481.0,481.0,1
des_moines,2021-07-01,Sulfate,180.0,180.0,1
des_moines,2021-07-01,Total dissolved solids,486.5,486.5,2
des_moines,2021-08-01,Chloride,88.0,79.0,30
des_moines,2021-08-01,Sulfate,80.0,80.0,1
des_moines,2021-08-01,Total dissolved solids,470.0,470.0,1
des_moines,2021-09-01,Chloride,73.14583333333333,67.0,48
des_moines,2021-09-01,Specific conductance,364.0,364.0,1
des_moines,2021-09-01,Sulfate,140.0,140.0,1
des_moines,2021-09-01,Total dissolved solids,373.0,373.0,2
des_moines,2021-10-01,Chloride,92.2,83.0,50
des_moines,2021-10-01,Sulfate,480.0,480.0,1
des_moines,2021-10-01,Total dissolved solids,1270.0,1270.0,1
des_moines,2021-11-01,Chloride,92.44444444444444,78.0,36
des_moines,2021-11-01,Sulfate,60.0,60.0,1
des_moines,2021-11-01,Total dissolved solids,540.0,540.0,1
des_moines,2021-12-01,Chloride,114.41379310344827,115.0,29
des_moines,2021-12-01,Sulfate,48.0,48.0,1
des_moines,2021-12-01,Total dissolved solids,500.0,500.0,1
houston_buffalo_bayou,2013-01-01,Chloride,18.05263157894737,13.0,19
houston_buffalo_bayou,2013-01-01,Phosphorus,0.2826315789473684,0.39,19
houston_buffalo_bayou,2013-01-01,Specific conductance,268.42105263157896,219.0,19
houston_buffalo_bayou,2013-01-01,Sulfate,15.473684210526315,10.0,19
houston_buffalo_bayou,2013-02-01,Chloride,62.608695652173914,70.0,23
houston_buffalo_bayou,2013-02-01,Phosphorus,0.696,0.845,20
houston_buffalo_bayou,2013-02-01,Specific conductance,596.28,571.0,25
houston_buffalo_bayou,2013-02-01,Sulfate,28.652173913043477,30.0,23
houston_buffalo_bayou,2013-02-01,pH,7.5,7.5,1
houston_buffalo_bayou,2013-03-01,Chloride,111.42105263157895,104.0,19
houston_buffalo_bayou,2013-03-01,Phosphorus,0.8755555555555555,1.2149999999999999,18
houston_buffalo_bayou,2013-03-01,Specific conductance,910.1176470588235,878.0,17
houston_buffalo_bayou,2013-03-01,Sulfate,53.473684210526315,51.0,19
houston_buffalo_bayou,2013-04-01,Chloride,76.65,81.0,20
houston_buffalo_bayou,2013-04-01,Phosphorus,1.026842105263158,0.56,19
houston_buffalo_bayou,2013-04-01,Specific conductance,590.2272727272727,709.5,22
houston_buffalo_bayou,2013-04-01,Sulfate,33.85,37.5,20
houston_buffalo_bayou,2013-04-01,pH,7.7,7.7,1
houston_buffalo_bayou,2013-05-01,Chloride,45.333333333333336,53.0,3
houston_buffalo_bayou,2013-05-01,Phosphorus,0.4185263157894737,0.352,19
houston_buffalo_bayou,2013-05-01,Specific conductance,138.1578947368421,73.0,19
houston_buffalo_bayou,2013-05-01,Sulfate,26.333333333333332,31.0,3
houston_buffalo_bayou,2013-06-01,Chloride,49.10526315789474,32.0,19
houston_buffalo_bayou,2013-06-01,Phosphorus,0.4889473684210527,0.42,19
houston_buffalo_bayou,2013-06-01,Specific conductance,444.57894736842104,388.0,19
houston_buffalo_bayou,2013-06-01,Sulfate,23.210526315789473,21.0,19
houston_buffalo_bayou,2013-06-01,pH,7.5,7.5,1
houston_buffalo_bayou,2013-07-01,Chloride,51.388888888888886,46.5,18
houston_buffalo_bayou,2013-07-01,Phosphorus,0.4677777777777778,0.25,18
houston_buffalo_bayou,2013-07-01,Specific conductance,460.36842105263156,456.0,19
houston_buffalo_bayou,2013-07-01,Sulfate,27.38888888888889,23.0,18
houston_buffalo_bayou,2013-08-01,Chloride,108.68181818181819,103.5,22
houston_buffalo_bayou,2013-08-01,Phosphorus,0.8813043478260869,1.18,23
houston_buffalo_bayou,2013-08-01,Specific conductance,1129.8333333333333,783.5,24
houston_buffalo_bayou,2013-08-01,Sulfate,38.5,40.5,22
houston_buffalo_bayou,2013-08-01,pH,7.2,7.2,1
houston_buffalo_bayou,2013-10-01,Chloride,51.1578947368421,50.0,19
houston_buffalo_bayou,2013-10-01,Phosphorus,0.5442105263157895,0.64,19
houston_buffalo_bayou,2013-10-01,Specific conductance,493.5263157894737,531.0,19
houston_buffalo_bayou,2013-10-01,Sulfate,26.473684210526315,26.0,19
houston_buffalo_bayou,2013-11-01,Chloride,58.68181818181818,54.0,22
houston_buffalo_bayou,2013-11-01,Phosphorus,0.6113636363636363,0.655,22
houston_buffalo_bayou,2013-11-01,Specific conductance,541.92,535.0,25
houston_buffalo_bayou,2013-11-01,Sulfate,33.27272727272727,31.5,22
houston_buffalo_bayou,2013-11-01,pH,7.6,7.6,1
houston_buffalo_bayou,2014-01-01,Chloride,64.05,48.5,20
houston_buffalo_bayou,2014-01-01,Phosphorus,0.607,0.72,20
houston_buffalo_bayou,2014-01-01,Specific conductance,1976.4545454545455,492.0,22
houston_buffalo_bayou,2014-01-01,Sulfate,30.75,24.0,20
houston_buffalo_bayou,2014-01-01,pH,7.5,7.5,1
houston_buffalo_bayou,2014-02-01,Chloride,58.61904761904762,65.0,21
houston_buffalo_bayou,2014-02-01,Phosphorus,0.7975000000000001,1.0750000000000002,20
houston_buffalo_bayou,2014-02-01,Specific conductance,525.8571428571429,538.0,21
houston_buffalo_bayou,2014-02-01,Sulfate,29.333333333333332,26.0,21
houston_buffalo_bayou,2014-03-01,Chloride,28.789473684210527,22.0,19
houston_buffalo_bayou,2014-03-01,Phosphorus,0.31526315789473686,0.44,19
houston_buffalo_bayou,2014-03-01,Specific conductance,366.5263157894737,301.0,19
houston_buffalo_bayou,2014-03-01,Sulfate,18.94736842105263,15.0,19
houston_buffalo_bayou,2014-03-01,pH,7.3,7.3,1
houston_buffalo_bayou,2014-04-01,Chloride,116.0,91.0,20
houston_buffalo_bayou,2014-04-01,Phosphorus,1.0736842105263158,1.24,19
houston_buffalo_bayou,2014-04-01,Specific conductance,1740.0454545454545,830.0,22
houston_buffalo_bayou,2014-04-01,Sulfate,47.4,44.0,20
houston_buffalo_bayou,2014-05-01,Chloride,118.5,118.5,2
houston_buffalo_bayou,2014-05-01,Specific conductance,906.5,906.5,2
houston_buffalo_bayou,2014-05-01,Sulfate,46.0,46.0,2
houston_buffalo_bayou,2014-05-01,pH,7.5,7.5,1
houston_buffalo_bayou,2014-06-01,Chloride,29.31578947368421,23.0,19
houston_buffalo_bayou,2014-06-01,Phosphorus,0.18473684210526314,0.18,19
houston_buffalo_bayou,2014-06-01,Specific conductance,401.4736842105263,461.0,19
houston_buffalo_bayou,2014-06-01,Sulfate,34.09090909090909,34.0,11
houston_buffalo_bayou,2014-06-01,pH,7.8,7.800000000000001,6
houston_buffalo_bayou,2014-07-01,Chloride,34.3,30.5,20
houston_buffalo_bayou,2014-07-01,Phosphorus,0.3725,0.5,20
houston_buffalo_bayou,2014-07-01,Specific conductance,386.72727272727275,371.0,22
houston_buffalo_bayou,2014-07-01,Sulfate,19.95,15.0,20
houston_buffalo_bayou,2014-07-01,pH,7.2,7.2,1
houston_buffalo_bayou,2014-08-01,Chloride,44.666666666666664,39.5,18
houston_buffalo_bayou,2014-08-01,Phosphorus,0.5868421052631579,0.6,19
houston_buffalo_bayou,2014-08-01,Specific conductance,439.9047619047619,431.0,21
houston_buffalo_bayou,2014-08-01,Sulfate,19.88888888888889,20.5,18
houston_buffalo_bayou,2014-09-01,pH,7.7,7.7,1
houston_buffalo_bayou,2014-10-01,Chloride,89.35,83.5,20
houston_buffalo_bayou,2014-10-01,Phosphorus,0.9215,1.23,20
houston_buffalo_bayou,2014-10-01,Specific conductance,709.8181818181819,658.5,22
houston_buffalo_bayou,2014-10-01,Sulfate,36.2,34.0,20
houston_buffalo_bayou,2014-11-01,Chloride,60.61904761904762,55.0,21
houston_buffalo_bayou,2014-11-01,Phosphorus,1.0663157894736843,0.63,19
houston_buffalo_bayou,2014-11-01,Specific conductance,516.2272727272727,455.5,22
houston_buffalo_bayou,2014-11-01,Sulfate,27.045454545454547,21.5,22
houston_buffalo_bayou,2014-11-01,pH,7.7,7.7,1
houston_buffalo_bayou,2014-12-01,pH,7.5,7.5,1
houston_buffalo_bayou,2015-01-01,Chloride,44.05263157894737,38.0,19
houston_buffalo_bayou,2015-01-01,Phosphorus,0.4447368421052631,0.58,19
houston_buffalo_bayou,2015-01-01,Specific conductance,507.63157894736844,386.0,19
houston_buffalo_bayou,2015-01-01,Sulfate,28.36842105263158,19.0,19
houston_buffalo_bayou,2015-01-01,pH,7.5,7.5,1
houston_buffalo_bayou,2015-02-01,Chloride,104.91304347826087,95.0,23
houston_buffalo_bayou,2015-02-01,Phosphorus,1.2617391304347827,1.55,23
houston_buffalo_bayou,2015-02-01,Specific conductance,1085.32,782.0,25
houston_buffalo_bayou,2015-02-01,Sulfate,45.43478260869565,41.0,23
houston_buffalo_bayou,2015-03-01,Chloride,56.8421052631579,42.0,19
houston_buffalo_bayou,2015-03-01,Phosphorus,0.5405,0.405,20
houston_buffalo_bayou,2015-03-01,Specific conductance,570.2,655.0,20
houston_buffalo_bayou,2015-03-01,Sulfate,29.473684210526315,34.0,19
houston_buffalo_bayou,2015-03-01,pH,7.4,7.4,1
houston_buffalo_bayou,2015-04-01,Chloride,50.73684210526316,29.0,19
houston_buffalo_bayou,2015-04-01,Phosphorus,0.7257142857142858,0.52,21
houston_buffalo_bayou,2015-04-01,Specific conductance,492.3809523809524,395.0,21
houston_buffalo_bayou,2015-04-01,Sulfate,28.57894736842105,24.0,19
houston_buffalo_bayou,2015-04-01,pH,7.5,7.5,1
houston_buffalo_bayou,2015-05-01,Chloride,18.0,16.0,3
houston_buffalo_bayou,2015-05-01,Phosphorus,0.3675,0.37,4
houston_buffalo_bayou,2015-05-01,Specific conductance,191.0,214.0,4
houston_buffalo_bayou,2015-05-01,Sulfate,12.333333333333334,12.0,3
houston_buffalo_bayou,2015-05-01,pH,7.75,7.75,2
houston_buffalo_bayou,2015-06-01,Chloride,35.3,14.5,20
houston_buffalo_bayou,2015-06-01,Phosphorus,0.3155,0.355,20
houston_buffalo_bayou,2015-06-01,Specific conductance,424.54545454545456,177.0,22
houston_buffalo_bayou,2015-06-01,Sulfate,38.833333333333336,44.0,12
houston_buffalo_bayou,2015-07-01,Chloride,59.73684210526316,59.0,19
houston_buffalo_bayou,2015-07-01,Phosphorus,0.5911111111111111,0.265,18
houston_buffalo_bayou,2015-07-01,Specific conductance,600.8421052631579,691.0,19
houston_buffalo_bayou,2015-07-01,Sulfate,34.88235294117647,36.0,17
houston_buffalo_bayou,2015-07-01,pH,7.922222222222222,7.8,9
houston_buffalo_bayou,2015-08-01,Chloride,59.65909090909091,62.0,22
houston_buffalo_bayou,2015-08-01,Phosphorus,0.7713636363636364,0.825,22
houston_buffalo_bayou,2015-08-01,Specific conductance,509.8181818181818,483.0,22
houston_buffalo_bayou,2015-08-01,Sulfate,26.718181818181815,23.0,22
houston_buffalo_bayou,2015-10-01,Chloride,71.21052631578948,48.0,19
houston_buffalo_bayou,2015-10-01,Phosphorus,0.6285000000000001,0.375,20
houston_buffalo_bayou,2015-10-01,Specific conductance,607.9,594.5,20
houston_buffalo_bayou,2015-10-01,Sulfate,39.86666666666667,37.0,15
houston_buffalo_bayou,2015-10-01,pH,7.8,7.8,2
houston_buffalo_bayou,2015-11-01,Chloride,28.736363636363638,16.0,22
houston_buffalo_bayou,2015-11-01,Phosphorus,0.2887826086956522,0.23,23
houston_buffalo_bayou,2015-11-01,Specific conductance,376.30434782608694,304.0,23
houston_buffalo_bayou,2015-11-01,Sulfate,22.66722222222222,20.200000000000003,18
houston_buffalo_bayou,2015-12-01,pH,7.5,7.5,1
houston_buffalo_bayou,2016-01-01,Chloride,48.388888888888886,61.0,18
houston_buffalo_bayou,2016-01-01,Phosphorus,0.5026315789473684,0.38,19
houston_buffalo_bayou,2016-01-01,Specific conductance,508.8421052631579,622.0,19
houston_buffalo_bayou,2016-01-01,Sulfate,25.68421052631579,27.0,19
houston_buffalo_bayou,2016-02-01,Chloride,66.77272727272727,73.0,22
houston_buffalo_bayou,2016-02-01,Phosphorus,0.868,0.66,20
houston_buffalo_bayou,2016-02-01,Specific conductance,642.2272727272727,753.0,22
houston_buffalo_bayou,2016-02-01,Sulfate,34.36363636363637,35.5,22
houston_buffalo_bayou,2016-02-01,pH,7.5,7.5,1
houston_buffalo_bayou,2016-03-01,Chloride,35.31578947368421,14.0,19
houston_buffalo_bayou,2016-03-01,Phosphorus,0.2931578947368421,0.3,19
houston_buffalo_bayou,2016-03-01,Specific conductance,571.2173913043479,575.0,23
houston_buffalo_bayou,2016-03-01,Sulfate,26.266666666666666,32.0,15
houston_buffalo_bayou,2016-03-01,pH,7.5,7.5,1
houston_buffalo_bayou,2016-04-01,Chloride,44.61538461538461,44.0,13
houston_buffalo_bayou,2016-04-01,Phosphorus,0.6315384615384615,0.67,13
houston_buffalo_bayou,2016-04-01,Specific conductance,470.3076923076923,395.0,13
houston_buffalo_bayou,2016-04-01,Sulfate,25.153846153846153,19.0,13
houston_buffalo_bayou,2016-04-01,pH,8.4,8.4,1
houston_buffalo_bayou,2016-05-01,Chloride,39.5,47.5,6
houston_buffalo_bayou,2016-05-01,Phosphorus,0.1974,0.125,10
houston_buffalo_bayou,2016-05-01,Specific conductance,286.46153846153845,176.0,13
houston_buffalo_bayou,2016-05-01,Sulfate,26.0,31.0,5
houston_buffalo_bayou,2016-05-01,pH,8.1,8.1,1
houston_buffalo_bayou,2016-06-01,Chloride,23.68421052631579,11.0,19
houston_buffalo_bayou,2016-06-01,Phosphorus,0.209,0.21,20
houston_buffalo_bayou,2016-06-01,Specific conductance,341.85,223.5,20
houston_buffalo_bayou,2016-06-01,Sulfate,26.5,23.0,10
houston_buffalo_bayou,2016-06-01,pH,7.5,7.5,2
houston_buffalo_bayou,2016-07-01,Chloride,65.94736842105263,54.0,19
houston_buffalo_bayou,2016-07-01,Phosphorus,0.41105263157894734,0.26,19
houston_buffalo_bayou,2016-07-01,Specific conductance,622.2105263157895,695.0,19
houston_buffalo_bayou,2016-07-01,Sulfate,31.263157894736842,37.0,19
houston_buffalo_bayou,2016-08-01,Chloride,59.08695652173913,36.0,23
houston_buffalo_bayou,2016-08-01,Phosphorus,0.41391304347826086,0.35,23
